pF,VWC,manual,Sample_ID,Depth_text,Plot_ID,Depth_ID,Winter_Cover,Tillage_Type,Depth_Top,Depth_Bottom,Replicate,Distance_From_East_Edge_Approx_m,Sampled_Date
0.42,36.41,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
0.471,36.4,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
0.515,36.38,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
0.552,36.35,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
0.605,36.31,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
0.662,36.27,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
0.72,36.21,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
0.722,36.16,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
0.674,36.1,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
0.71,36.05,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
0.795,35.99,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
0.85,35.93,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
0.898,35.85,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
0.935,35.78,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
0.981,35.71,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.019,35.64,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.009,35.57,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
0.987,35.5,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.011,35.42,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.001,35.34,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.025,35.25,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.089,35.16,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.095,35.07,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.111,34.98,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.136,34.88,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.151,34.78,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.172,34.67,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.193,34.57,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.203,34.46,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.222,34.35,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.251,34.23,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.281,34.12,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.293,33.99,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.314,33.87,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.347,33.74,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.371,33.61,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.399,33.47,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.428,33.32,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.456,33.17,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.487,33.02,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.517,32.87,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.547,32.72,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.574,32.58,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.602,32.43,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.63,32.27,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.661,32.1,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.691,31.92,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.716,31.74,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.737,31.56,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.753,31.4,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.768,31.24,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.78,31.08,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.793,30.92,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.808,30.76,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.824,30.6,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.842,30.42,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.859,30.22,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.877,30.02,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.895,29.81,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.915,29.59,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.934,29.36,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.953,29.12,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.972,28.88,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.991,28.64,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.006,28.42,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.02,28.22,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.035,28.01,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.05,27.79,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.067,27.56,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.084,27.33,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.102,27.09,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.121,26.85,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.142,26.6,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.164,26.35,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.186,26.08,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.209,25.82,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.229,25.57,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.248,25.33,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.265,25.11,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.284,24.88,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.304,24.63,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.325,24.39,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.347,24.12,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.369,23.84,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.392,23.56,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.416,23.27,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.443,22.97,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.471,22.69,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.5,22.41,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.531,22.14,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.562,21.91,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.59,21.7,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.616,21.5,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.638,21.3,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
3.304,18.36,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
5.71,6.77,1,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
5.71,6.87,1,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
5.13,10,1,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
4.97,10.24,1,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
3.88,16.47,1,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
4.14,15.15,1,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
-2,47.03,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
-2,46.96,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
-2,46.89,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
-0.081,46.81,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.255,46.72,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.385,46.63,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.403,46.52,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.293,46.42,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.278,46.3,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.34,46.18,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.446,46.05,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.398,45.93,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.328,45.79,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.469,45.64,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.478,45.48,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.371,45.31,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.374,45.15,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.496,44.98,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.561,44.82,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.59,44.66,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.621,44.49,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.655,44.32,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.693,44.15,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.736,43.98,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.761,43.83,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.79,43.67,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.82,43.51,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.831,43.34,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.847,43.18,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.841,43.01,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.811,42.85,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.828,42.69,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.862,42.53,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.887,42.35,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.892,42.15,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.892,41.92,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.921,41.67,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.946,41.41,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.962,41.12,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
0.992,40.82,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.024,40.5,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.04,40.19,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.06,39.9,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.077,39.6,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.1,39.3,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.127,39.01,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.146,38.74,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.154,38.47,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.169,38.21,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.195,37.92,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.215,37.6,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.236,37.23,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.26,36.84,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.284,36.46,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.308,36.09,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.332,35.72,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.357,35.35,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.382,34.96,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.405,34.57,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.422,34.24,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.435,33.96,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.45,33.68,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.467,33.37,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.489,33.01,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.517,32.58,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.548,32.1,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.58,31.6,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.612,31.1,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.641,30.63,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.669,30.18,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.698,29.72,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.73,29.25,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.761,28.78,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.794,28.3,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.833,27.77,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.878,27.19,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.926,26.58,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.974,26,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.025,25.43,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.076,24.9,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.126,24.4,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.174,23.93,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.22,23.51,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.271,23.06,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.336,22.53,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.41,21.98,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.487,21.44,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.564,20.92,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.64,20.41,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.717,19.87,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.78,19.38,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
3.661,12.6,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
5.82,4.71,1,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
5.82,4.7,1,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
5.4,6.48,1,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
5.38,6.59,1,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
4.88,8.5,1,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
5,7.98,1,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
-0.339,38.81,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
-0.334,38.81,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
-0.314,38.79,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
-0.271,38.78,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
-0.192,38.75,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
-0.065,38.72,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.089,38.69,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.173,38.65,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.225,38.61,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.294,38.56,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.366,38.51,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.467,38.46,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.544,38.4,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.59,38.34,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.628,38.28,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.652,38.2,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.689,38.12,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.737,38.04,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.785,37.96,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.845,37.87,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.875,37.78,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.894,37.69,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.875,37.58,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.885,37.46,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.948,37.35,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.931,37.23,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.92,37.12,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.962,37.01,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.988,36.89,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.021,36.76,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.055,36.63,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.079,36.49,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.102,36.35,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.116,36.2,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.141,36.05,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.141,35.89,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.16,35.72,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.207,35.54,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.229,35.37,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.254,35.2,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.278,35.03,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.292,34.89,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.299,34.76,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.315,34.61,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.342,34.45,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.368,34.29,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.392,34.13,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.42,33.97,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.449,33.8,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.476,33.62,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.503,33.44,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.534,33.24,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.568,33.01,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.599,32.77,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.628,32.55,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.654,32.32,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.681,32.1,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.708,31.87,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.734,31.64,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.76,31.4,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.788,31.15,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.814,30.89,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.84,30.64,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.865,30.37,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.887,30.12,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.907,29.89,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.928,29.65,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.95,29.39,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.972,29.14,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.993,28.89,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.014,28.65,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.035,28.41,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.055,28.17,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.076,27.92,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.097,27.68,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.119,27.42,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.144,27.14,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.172,26.82,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.201,26.52,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.228,26.24,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.257,25.97,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.284,25.71,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.312,25.46,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.338,25.23,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.362,25.03,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.387,24.81,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.415,24.55,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.446,24.27,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.477,23.99,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.507,23.74,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
